ano	periodo	codigo	disciplina	matricula	num_Nota	nota	media	situacao
2011	1	1301014	Administração	1091169	1	3.3	4.3	R
2011	1	1301014	Administração	1091169	2	7	4.3	R
2011	1	1301014	Administração	1091169	3	5	4.3	R
2011	1	1301014	Administração	1092119	1	5.3	8.1	A
2011	1	1301014	Administração	1092119	2	10	8.1	A
2011	1	1301014	Administração	1092119	3	9	8.1	A
2011	1	1301014	Administração	1092235	1	4.5	7.8	A
2011	1	1301014	Administração	1092235	2	10	7.8	A
2011	1	1301014	Administração	1092235	3	9	7.8	A
2011	1	1301014	Administração	1092752	1	7	7.2	A
2011	1	1301014	Administração	1092752	2	7.5	7.2	A
2011	1	1301014	Administração	1092752	3	7	7.2	A
2011	1	1301014	Administração	1092427	1	10	9.7	A
2011	1	1301014	Administração	1092427	2	10	9.7	A
2011	1	1301014	Administração	1092427	3	9	9.7	A
2011	1	1301014	Administração	1092369	1	8.5	7.8	A
2011	1	1301014	Administração	1092369	2	7	7.8	A
2011	1	1301014	Administração	1092369	3	8	7.8	A
2011	1	1301014	Administração	1092405	1	6.5	8.5	A
2011	1	1301014	Administração	1092405	2	10	8.5	A
2011	1	1301014	Administração	1092405	3	9	8.5	A
2011	1	1301014	Administração	1092257	F	4	5.1	A
2011	1	1301014	Administração	1092257	1	3.6	5.1	A
2011	1	1301014	Administração	1092257	2	5	5.1	A
2011	1	1301014	Administração	1092257	3	9	5.1	A
2011	1	1301014	Administração	1101512	1	7.5	7.5	A
2011	1	1301014	Administração	1101512	2	7	7.5	A
2011	1	1301014	Administração	1101512	3	8	7.5	A
2011	1	1301014	Administração	1101296	1	5	3.8	R
2011	1	1301014	Administração	1101296	2	6	3.8	R
2011	1	1301014	Administração	1101296	3	8	3.8	R
2011	1	1301014	Administração	1111258	F	5	5.5	A
2011	1	1301014	Administração	1111258	1	2.7	5.5	A
2011	1	1301014	Administração	1111258	2	8.5	5.5	A
2011	1	1301014	Administração	1111258	3	6.5	5.5	A
2011	2	1301014	Administração	1071213	1	7.6	8.2	A
2011	2	1301014	Administração	1071213	2	8.5	8.2	A
2011	2	1301014	Administração	1071213	3	8.5	8.2	A
2011	2	1301014	Administração	1081634	1	5.5	7.5	A
2011	2	1301014	Administração	1081634	2	8.5	7.5	A
2011	2	1301014	Administração	1081634	3	8.5	7.5	A
2011	2	1301014	Administração	110218	1	7.5	8	A
2011	2	1301014	Administração	110218	2	8	8	A
2011	2	1301014	Administração	110218	3	8.5	8	A
2011	2	1301014	Administração	1102705	1	7.5	8	A
2011	2	1301014	Administração	1102705	2	8	8	A
2011	2	1301014	Administração	1102705	3	8.5	8	A
2011	2	1301014	Administração	1102340	1	7	8.3	A
2011	2	1301014	Administração	1102340	2	9	8.3	A
2011	2	1301014	Administração	1102340	3	9	8.3	A
2011	2	1301014	Administração	1111234	1	10	9.3	A
2011	2	1301014	Administração	1111234	2	9	9.3	A
2011	2	1301014	Administração	1111234	3	9	9.3	A
2011	2	1301014	Administração	1112733	1	9.5	9	A
2011	2	1301014	Administração	1112733	2	9	9	A
2011	2	1301014	Administração	1112733	3	8.5	9	A
2012	1	1301014	Administração	1052409	1	7.5	7.9	A
2012	1	1301014	Administração	1052409	2	8.2	7.9	A
2012	1	1301014	Administração	1052409	3	8	7.9	A
2012	1	1301014	Administração	1072562	1	8.5	8.7	A
2012	1	1301014	Administração	1072562	2	8.5	8.7	A
2012	1	1301014	Administração	1072562	3	9.1	8.7	A
2012	1	1301014	Administração	1082176	1	7.1	8.2	A
2012	1	1301014	Administração	1082176	2	8	8.2	A
2012	1	1301014	Administração	1082176	3	9.6	8.2	A
2012	1	1301014	Administração	1102259	F	5.5	5.3	A
2012	1	1301014	Administração	1102259	1	7.5	5.3	A
2012	1	1301014	Administração	1102259	2	4.5	5.3	A
2012	1	1301014	Administração	1102259	3	3.5	5.3	A
2012	1	1301014	Administração	1102465	F	5.5	6.2	A
2012	1	1301014	Administração	1102465	1	8	6.2	A
2012	1	1301014	Administração	1102465	2	5	6.2	A
2012	1	1301014	Administração	1102465	3	7	6.2	A
2012	1	1301014	Administração	1111137	1	6	7	A
2012	1	1301014	Administração	1111137	2	7	7	A
2012	1	1301014	Administração	1111137	3	8	7	A
2012	1	1301014	Administração	1111429	1	8	7	A
2012	1	1301014	Administração	1111429	2	5	7	A
2012	1	1301014	Administração	1111429	3	8	7	A
2012	1	1301014	Administração	1111493	1	8	7.3	A
2012	1	1301014	Administração	1111493	2	6	7.3	A
2012	1	1301014	Administração	1111493	3	8	7.3	A
2012	1	1301014	Administração	1111536	1	6.5	2.4	R
2012	1	1301014	Administração	1111536	2	5.5	2.4	R
2012	1	1301014	Administração	1112413	1	8.5	2.7	R
2012	1	1301014	Administração	1112413	2	5	2.7	R
2012	1	1301014	Administração	1112250	1	8.5	7	A
2012	1	1301014	Administração	1112250	2	5.5	7	A
2012	1	1301014	Administração	1112250	3	7.1	7	A
2012	2	1301014	Administração	1072745	1	9.5	8.5	A
2012	2	1301014	Administração	1072745	2	8	8.5	A
2012	2	1301014	Administração	1072745	3	8.1	8.5	A
2012	2	1301014	Administração	1072552	1	7	8	A
2012	2	1301014	Administração	1072552	2	8.5	8	A
2012	2	1301014	Administração	1072552	3	8.5	8	A
2012	2	1301014	Administração	1081312	1	9.5	9.7	A
2012	2	1301014	Administração	1081312	2	9.5	9.7	A
2012	2	1301014	Administração	1081312	3	10	9.7	A
2012	2	1301014	Administração	1081347	1	10	10	A
2012	2	1301014	Administração	1081347	2	10	10	A
2012	2	1301014	Administração	1081347	3	10	10	A
2012	2	1301014	Administração	1101771	1	7	7.7	A
2012	2	1301014	Administração	1101771	2	8	7.7	A
2012	2	1301014	Administração	1101771	3	8	7.7	A
2012	2	1301014	Administração	1111406	1	8	8	A
2012	2	1301014	Administração	1111406	2	8	8	A
2012	2	1301014	Administração	1111406	3	8	8	A
2012	2	1301014	Administração	1112172	1	7.6	7.9	A
2012	2	1301014	Administração	1112172	2	8	7.9	A
2012	2	1301014	Administração	1112172	3	8	7.9	A
2012	2	1301014	Administração	1112646	1	3.7	7	A
2012	2	1301014	Administração	1112646	2	8.8	7	A
2012	2	1301014	Administração	1112646	3	8.5	7	A
2012	2	1301014	Administração	111286	1	7	8.1	A
2012	2	1301014	Administração	111286	2	9.4	8.1	A
2012	2	1301014	Administração	111286	3	8	8.1	A
2012	2	1301014	Administração	1112201	1	7.5	7	A
2012	2	1301014	Administração	1112201	2	5.5	7	A
2012	2	1301014	Administração	1112201	3	8	7	A
2012	2	1301014	Administração	1112207	1	8	7.7	A
2012	2	1301014	Administração	1112207	2	9	7.7	A
2012	2	1301014	Administração	1112207	3	6	7.7	A
2012	2	1301014	Administração	1112203	F	2.4	4.4	R
2012	2	1301014	Administração	1112203	1	3.5	4.4	R
2012	2	1301014	Administração	1112203	2	6.2	4.4	R
2012	2	1301014	Administração	1112203	3	7.8	4.4	R
2012	2	1301014	Administração	11211	1	9	9	A
2012	2	1301014	Administração	11211	2	9	9	A
2012	2	1301014	Administração	11211	3	9	9	A
2012	2	1301014	Administração	112176	1	8	8	A
2012	2	1301014	Administração	112176	2	9	8	A
2012	2	1301014	Administração	112176	3	7	8	A
2012	2	1301014	Administração	1121117	1	8	9	A
2012	2	1301014	Administração	1121117	2	9	9	A
2012	2	1301014	Administração	1121117	3	10	9	A
2012	2	1301014	Administração	1121509	F	4	5	A
2012	2	1301014	Administração	1121509	1	6	5	A
2012	2	1301014	Administração	1121509	2	5.1	5	A
2012	2	1301014	Administração	1121509	3	6	5	A
2012	2	1301014	Administração	1121545	1	8	9.3	A
2012	2	1301014	Administração	1121545	2	10	9.3	A
2012	2	1301014	Administração	1121545	3	10	9.3	A
2012	2	1301014	Administração	1121715	F	5.8	5.7	A
2012	2	1301014	Administração	1121715	1	3.5	5.7	A
2012	2	1301014	Administração	1121715	2	5.4	5.7	A
2012	2	1301014	Administração	1121715	3	8	5.7	A
2012	2	1301014	Administração	1122468	1	7	8.3	A
2012	2	1301014	Administração	1122468	2	9	8.3	A
2012	2	1301014	Administração	1122468	3	9	8.3	A
2011	1	1109049	Álgebra Linear	1082146	F	7	5.6	A
2011	1	1109049	Álgebra Linear	1082146	1	6.7	5.6	A
2011	1	1109049	Álgebra Linear	1082146	2	2.9	5.6	A
2011	1	1109049	Álgebra Linear	1082146	3	4.5	5.6	A
2011	1	1109049	Álgebra Linear	108217	1	5.8	0	F
2011	1	1109049	Álgebra Linear	1091561	2	0.5	0.2	R
2011	1	1109049	Álgebra Linear	1092640	1	7.2	7.2	A
2011	1	1109049	Álgebra Linear	1092640	2	8.2	7.2	A
2011	1	1109049	Álgebra Linear	1092640	3	6.1	7.2	A
2011	1	1109049	Álgebra Linear	1092424	F	6.3	5.6	A
2011	1	1109049	Álgebra Linear	1092424	1	5.1	5.6	A
2011	1	1109049	Álgebra Linear	1092424	2	9.6	5.6	A
2011	1	1109049	Álgebra Linear	1092424	3	1	5.6	A
2011	1	1109049	Álgebra Linear	1092425	1	6	0	F
2011	1	1109049	Álgebra Linear	1092153	1	6.2	7.4	A
2011	1	1109049	Álgebra Linear	1092153	2	9.3	7.4	A
2011	1	1109049	Álgebra Linear	1092153	3	6.6	7.4	A
2011	1	1109049	Álgebra Linear	1092687	1	1.2	0	F
2011	1	1109049	Álgebra Linear	1092687	2	2	0	F
2011	1	1109049	Álgebra Linear	1092687	3	2.2	0	F
2011	1	1109049	Álgebra Linear	1092335	F	4.8	5.3	A
2011	1	1109049	Álgebra Linear	1092335	1	5.2	5.3	A
2011	1	1109049	Álgebra Linear	1092335	2	7	5.3	A
2011	1	1109049	Álgebra Linear	1092335	3	4.6	5.3	A
2011	1	1109049	Álgebra Linear	1092352	1	4.2	1.4	R
2011	1	1109049	Álgebra Linear	1101783	F	6.9	6.5	A
2011	1	1109049	Álgebra Linear	1101783	1	7.2	6.5	A
2011	1	1109049	Álgebra Linear	1101783	2	5.5	6.5	A
2011	1	1109049	Álgebra Linear	1101783	3	6.2	6.5	A
2011	1	1109049	Álgebra Linear	1101749	F	5.4	5.2	A
2011	1	1109049	Álgebra Linear	1101749	1	5.8	5.2	A
2011	1	1109049	Álgebra Linear	1101749	2	5.8	5.2	A
2011	1	1109049	Álgebra Linear	1101749	3	3.7	5.2	A
2011	1	1109049	Álgebra Linear	1101657	1	6	7	A
2011	1	1109049	Álgebra Linear	1101657	2	7	7	A
2011	1	1109049	Álgebra Linear	1101657	3	8	7	A
2011	1	1109049	Álgebra Linear	1101462	1	5.2	1.7	R
2011	1	1109049	Álgebra Linear	1101462	3	0	1.7	R
2011	1	1109049	Álgebra Linear	1101635	1	6.4	3	R
2011	1	1109049	Álgebra Linear	1101635	2	2.7	3	R
2011	1	1109049	Álgebra Linear	1101635	3	0	3	R
2011	1	1109049	Álgebra Linear	1101549	F	5.8	5	A
2011	1	1109049	Álgebra Linear	1101549	1	6	5	A
2011	1	1109049	Álgebra Linear	1101549	2	5	5	A
2011	1	1109049	Álgebra Linear	1101549	3	2.4	5	A
2011	1	1109049	Álgebra Linear	1101793	F	4.1	4.3	R
2011	1	1109049	Álgebra Linear	1101793	1	7	4.3	R
2011	1	1109049	Álgebra Linear	1101793	2	4.7	4.3	R
2011	1	1109049	Álgebra Linear	1101793	3	1.9	4.3	R
2011	1	1109049	Álgebra Linear	1101145	F	6.2	5.6	A
2011	1	1109049	Álgebra Linear	1101145	1	8	5.6	A
2011	1	1109049	Álgebra Linear	1101145	2	5.7	5.6	A
2011	1	1109049	Álgebra Linear	1101145	3	2	5.6	A
2011	1	1109049	Álgebra Linear	1101263	1	6	3.6	R
2011	1	1109049	Álgebra Linear	1101263	2	3.8	3.6	R
2011	1	1109049	Álgebra Linear	1101263	3	1	3.6	R
2011	1	1109049	Álgebra Linear	1101399	F	7.9	7.1	A
2011	1	1109049	Álgebra Linear	1101399	1	6.7	7.1	A
2011	1	1109049	Álgebra Linear	1101399	2	6.5	7.1	A
2011	1	1109049	Álgebra Linear	1101399	3	6.2	7.1	A
2011	1	1109049	Álgebra Linear	110148	F	7	5.8	A
2011	1	1109049	Álgebra Linear	110148	1	5.3	5.8	A
2011	1	1109049	Álgebra Linear	110148	2	8.8	5.8	A
2011	1	1109049	Álgebra Linear	110148	3	1	5.8	A
2011	1	1109049	Álgebra Linear	1101320	F	4.5	4.2	R
2011	1	1109049	Álgebra Linear	1101320	1	4	4.2	R
2011	1	1109049	Álgebra Linear	1101320	2	4.5	4.2	R
2011	1	1109049	Álgebra Linear	1101320	3	3.5	4.2	R
2011	1	1109049	Álgebra Linear	1101151	1	9.1	8.2	A
2011	1	1109049	Álgebra Linear	1101151	2	8.5	8.2	A
2011	1	1109049	Álgebra Linear	1101151	3	6.9	8.2	A
2011	1	1109049	Álgebra Linear	110158	1	5.5	7	A
2011	1	1109049	Álgebra Linear	110158	2	7.6	7	A
2011	1	1109049	Álgebra Linear	110158	3	7.9	7	A
2011	1	1109049	Álgebra Linear	1101329	1	5	3.2	R
2011	1	1109049	Álgebra Linear	1101329	3	4.5	3.2	R
2011	1	1109049	Álgebra Linear	1101794	1	4.6	7.6	A
2011	1	1109049	Álgebra Linear	1101794	2	9	7.6	A
2011	1	1109049	Álgebra Linear	1101794	3	9.1	7.6	A
2011	1	1109049	Álgebra Linear	1101691	F	6	5.8	A
2011	1	1109049	Álgebra Linear	1101691	1	6.7	5.8	A
2011	1	1109049	Álgebra Linear	1101691	2	6.8	5.8	A
2011	1	1109049	Álgebra Linear	1101691	3	3.5	5.8	A
2011	1	1109049	Álgebra Linear	110167	1	9	9.3	A
2011	1	1109049	Álgebra Linear	110167	2	9.8	9.3	A
2011	1	1109049	Álgebra Linear	110167	3	9	9.3	A
2011	1	1109049	Álgebra Linear	110177	F	5.6	5	A
2011	1	1109049	Álgebra Linear	110177	1	5.4	5	A
2011	1	1109049	Álgebra Linear	110177	2	5	5	A
2011	1	1109049	Álgebra Linear	110177	3	3.4	5	A
2011	1	1109049	Álgebra Linear	1101772	F	4.5	5.4	A
2011	1	1109049	Álgebra Linear	1101772	1	5.6	5.4	A
2011	1	1109049	Álgebra Linear	1101772	2	7	5.4	A
2011	1	1109049	Álgebra Linear	1101772	3	5.5	5.4	A
2011	1	1109049	Álgebra Linear	110120	F	5.8	6.1	A
2011	1	1109049	Álgebra Linear	110120	1	5	6.1	A
2011	1	1109049	Álgebra Linear	110120	2	7.8	6.1	A
2011	1	1109049	Álgebra Linear	110120	3	6	6.1	A
2011	1	1109049	Álgebra Linear	1101407	1	6.8	8.2	A
2011	1	1109049	Álgebra Linear	1101407	2	9.6	8.2	A
2011	1	1109049	Álgebra Linear	1101407	3	8.1	8.2	A
2011	1	1109049	Álgebra Linear	1101223	1	7	7.5	A
2011	1	1109049	Álgebra Linear	1101223	2	8.7	7.5	A
2011	1	1109049	Álgebra Linear	1101223	3	6.7	7.5	A
2011	1	1109049	Álgebra Linear	1101573	F	4.1	5.1	A
2011	1	1109049	Álgebra Linear	1101573	1	7.8	5.1	A
2011	1	1109049	Álgebra Linear	1101573	2	5.4	5.1	A
2011	1	1109049	Álgebra Linear	1101573	3	4.2	5.1	A
2011	1	1109049	Álgebra Linear	110166	F	7.5	6.6	A
2011	1	1109049	Álgebra Linear	110166	1	6.8	6.6	A
2011	1	1109049	Álgebra Linear	110166	2	5.4	6.6	A
2011	1	1109049	Álgebra Linear	110166	3	5.8	6.6	A
2011	1	1109049	Álgebra Linear	1101192	1	7.8	8.9	A
2011	1	1109049	Álgebra Linear	1101192	2	9.6	8.9	A
2011	1	1109049	Álgebra Linear	1101192	3	9.3	8.9	A
2011	1	1109049	Álgebra Linear	1101787	F	7.3	6.7	A
2011	1	1109049	Álgebra Linear	1101787	1	5.9	6.7	A
2011	1	1109049	Álgebra Linear	1101787	2	7.4	6.7	A
2011	1	1109049	Álgebra Linear	1101787	3	5.6	6.7	A
2011	1	1109049	Álgebra Linear	1101168	1	3.8	2.3	R
2011	1	1109049	Álgebra Linear	1101168	2	2.5	2.3	R
2011	1	1109049	Álgebra Linear	1101168	3	0.5	2.3	R
2011	1	1109049	Álgebra Linear	1101515	1	7.5	7	A
2011	1	1109049	Álgebra Linear	1101515	2	9.8	7	A
2011	1	1109049	Álgebra Linear	1101515	3	3.7	7	A
2011	1	1109049	Álgebra Linear	1101454	1	6.8	2.3	R
2011	1	1109049	Álgebra Linear	1101770	2	3.6	1.2	R
2011	1	1109049	Álgebra Linear	1101308	1	8.1	3.4	R
2011	1	1109049	Álgebra Linear	1101308	2	0.7	3.4	R
2011	1	1109049	Álgebra Linear	1101308	3	1.5	3.4	R
2011	1	1109049	Álgebra Linear	1101598	1	4.9	3.1	R
2011	1	1109049	Álgebra Linear	1101598	2	4	3.1	R
2011	1	1109049	Álgebra Linear	1101598	3	0.5	3.1	R
2011	1	1109049	Álgebra Linear	1101383	2	0	0	F
2011	1	1109049	Álgebra Linear	1102723	F	6	5.8	A
2011	1	1109049	Álgebra Linear	1102723	1	5.3	5.8	A
2011	1	1109049	Álgebra Linear	1102723	2	6.5	5.8	A
2011	1	1109049	Álgebra Linear	1102723	3	5.1	5.8	A
2011	1	1109049	Álgebra Linear	1102266	1	4	3.3	R
2011	1	1109049	Álgebra Linear	1102266	2	3.3	3.3	R
2011	1	1109049	Álgebra Linear	1102266	3	2.5	3.3	R
2011	1	1109049	Álgebra Linear	1102467	1	6	3.5	R
2011	1	1109049	Álgebra Linear	1102467	2	4.5	3.5	R
2011	1	1109049	Álgebra Linear	1102467	3	0	3.5	R
2011	1	1109049	Álgebra Linear	1102122	F	5.4	4.7	R
2011	1	1109049	Álgebra Linear	1102122	1	7.3	4.7	R
2011	1	1109049	Álgebra Linear	1102122	2	2.7	4.7	R
2011	1	1109049	Álgebra Linear	1102122	3	3	4.7	R
2011	1	1109049	Álgebra Linear	1102655	F	5.7	5.5	A
2011	1	1109049	Álgebra Linear	1102655	1	6.1	5.5	A
2011	1	1109049	Álgebra Linear	1102655	2	4.5	5.5	A
2011	1	1109049	Álgebra Linear	1102655	3	5.7	5.5	A
2011	1	1109049	Álgebra Linear	110213	1	4.1	1.9	R
2011	1	1109049	Álgebra Linear	110213	2	1.6	1.9	R
2011	1	1109049	Álgebra Linear	1102644	1	1	1	R
2011	1	1109049	Álgebra Linear	1102644	2	0.5	1	R
2011	1	1109049	Álgebra Linear	1102644	3	1.5	1	R
2011	1	1109049	Álgebra Linear	110299	1	3.8	1.3	R
2011	1	1109049	Álgebra Linear	110299	3	0	1.3	R
2011	1	1109049	Álgebra Linear	1102159	1	1	0.3	R
2011	1	1109049	Álgebra Linear	110245	F	4.3	5.1	A
2011	1	1109049	Álgebra Linear	110245	1	5.7	5.1	A
2011	1	1109049	Álgebra Linear	110245	2	4.1	5.1	A
2011	1	1109049	Álgebra Linear	110245	3	7	5.1	A
2011	1	1109049	Álgebra Linear	1111234	F	4.8	5	A
2011	1	1109049	Álgebra Linear	1111234	1	5.5	5	A
2011	1	1109049	Álgebra Linear	1111234	2	6.8	5	A
2011	1	1109049	Álgebra Linear	1111234	3	3.3	5	A
2011	1	1109049	Álgebra Linear	1111249	1	7	3.8	R
2011	1	1109049	Álgebra Linear	1111249	2	2.8	3.8	R
2011	1	1109049	Álgebra Linear	1111249	3	1.5	3.8	R
2011	2	1109049	Álgebra Linear	108217	F	4	4	R
2011	2	1109049	Álgebra Linear	108217	1	7.5	4	R
2011	2	1109049	Álgebra Linear	108217	2	2	4	R
2011	2	1109049	Álgebra Linear	108217	3	2.5	4	R
2011	2	1109049	Álgebra Linear	1091637	F	5.8	5.7	A
2011	2	1109049	Álgebra Linear	1091637	1	6.1	5.7	A
2011	2	1109049	Álgebra Linear	1091637	2	10	5.7	A
2011	2	1109049	Álgebra Linear	1091637	3	1	5.7	A
2011	2	1109049	Álgebra Linear	1091561	1	3	2.8	R
2011	2	1109049	Álgebra Linear	1091561	2	1	2.8	R
2011	2	1109049	Álgebra Linear	1091561	3	4.5	2.8	R
2011	2	1109049	Álgebra Linear	1092254	1	3.5	1.3	R
2011	2	1109049	Álgebra Linear	1092254	2	0	1.3	R
2011	2	1109049	Álgebra Linear	1092254	3	0.5	1.3	R
2011	2	1109049	Álgebra Linear	1092417	F	5.3	5.1	A
2011	2	1109049	Álgebra Linear	1092417	1	6.3	5.1	A
2011	2	1109049	Álgebra Linear	1092417	2	4.8	5.1	A
2011	2	1109049	Álgebra Linear	1092417	3	3.5	5.1	A
2011	2	1109049	Álgebra Linear	1092425	F	4	4.1	R
2011	2	1109049	Álgebra Linear	1092425	1	7	4.1	R
2011	2	1109049	Álgebra Linear	1092425	2	2.5	4.1	R
2011	2	1109049	Álgebra Linear	1092425	3	3	4.1	R
2011	2	1109049	Álgebra Linear	1092260	1	2	2.7	R
2011	2	1109049	Álgebra Linear	1092260	2	2	2.7	R
2011	2	1109049	Álgebra Linear	1092260	3	4	2.7	R
2011	2	1109049	Álgebra Linear	1092690	1	6.2	8.2	A
2011	2	1109049	Álgebra Linear	1092690	2	10	8.2	A
2011	2	1109049	Álgebra Linear	1092690	3	8.5	8.2	A
2011	2	1109049	Álgebra Linear	1092369	1	1.7	0.9	R
2011	2	1109049	Álgebra Linear	1092369	3	1	0.9	R
2011	2	1109049	Álgebra Linear	1092687	2	2.8		F
2011	2	1109049	Álgebra Linear	1092352	1	6	7.3	A
2011	2	1109049	Álgebra Linear	1092352	2	10	7.3	A
2011	2	1109049	Álgebra Linear	1092352	3	6	7.3	A
2011	2	1109049	Álgebra Linear	1101698	F	5.7	5	A
2011	2	1109049	Álgebra Linear	1101698	1	8.3	5	A
2011	2	1109049	Álgebra Linear	1101698	2	2	5	A
2011	2	1109049	Álgebra Linear	1101698	3	3.2	5	A
2011	2	1109049	Álgebra Linear	1101667	1	5.4	7	A
2011	2	1109049	Álgebra Linear	1101667	2	8	7	A
2011	2	1109049	Álgebra Linear	1101667	3	7.5	7	A
2011	2	1109049	Álgebra Linear	1101570	1	6	2.7	R
2011	2	1109049	Álgebra Linear	1101570	2	1	2.7	R
2011	2	1109049	Álgebra Linear	1101570	3	1	2.7	R
2011	2	1109049	Álgebra Linear	1101462	1	9.5	7.5	A
2011	2	1109049	Álgebra Linear	1101462	2	6.5	7.5	A
2011	2	1109049	Álgebra Linear	1101462	3	6.5	7.5	A
2011	2	1109049	Álgebra Linear	1101452	1	7.5	8.2	A
2011	2	1109049	Álgebra Linear	1101452	2	8.8	8.2	A
2011	2	1109049	Álgebra Linear	1101452	3	8.3	8.2	A
2011	2	1109049	Álgebra Linear	1101263	F	5	5.1	A
2011	2	1109049	Álgebra Linear	1101263	1	6.5	5.1	A
2011	2	1109049	Álgebra Linear	1101263	2	5.8	5.1	A
2011	2	1109049	Álgebra Linear	1101263	3	3	5.1	A
2011	2	1109049	Álgebra Linear	1101183	1	5.7	8.2	A
2011	2	1109049	Álgebra Linear	1101183	2	9	8.2	A
2011	2	1109049	Álgebra Linear	1101183	3	10	8.2	A
2011	2	1109049	Álgebra Linear	110192	1	5	2.5	R
2011	2	1109049	Álgebra Linear	110192	2	1.5	2.5	R
2011	2	1109049	Álgebra Linear	110192	3	1	2.5	R
2011	2	1109049	Álgebra Linear	1101320	1	1.5		F
2011	2	1109049	Álgebra Linear	1101548	1	3.3		F
2011	2	1109049	Álgebra Linear	1101548	3	1		F
2011	2	1109049	Álgebra Linear	1101329	F	5	5.6	A
2011	2	1109049	Álgebra Linear	1101329	1	7	5.6	A
2011	2	1109049	Álgebra Linear	1101329	2	6.5	5.6	A
2011	2	1109049	Álgebra Linear	1101329	3	4.5	5.6	A
2011	2	1109049	Álgebra Linear	1101703	F	3.5	5.1	A
2011	2	1109049	Álgebra Linear	1101703	1	7.5	5.1	A
2011	2	1109049	Álgebra Linear	1101703	2	8	5.1	A
2011	2	1109049	Álgebra Linear	1101703	3	3	5.1	A
2011	2	1109049	Álgebra Linear	1101445	F	4.5	4.2	R
2011	2	1109049	Álgebra Linear	1101445	1	6	4.2	R
2011	2	1109049	Álgebra Linear	1101445	2	3	4.2	R
2011	2	1109049	Álgebra Linear	1101445	3	3	4.2	R
2011	2	1109049	Álgebra Linear	1101216	1	6.5	7.2	A
2011	2	1109049	Álgebra Linear	1101216	2	6	7.2	A
2011	2	1109049	Álgebra Linear	1101216	3	9	7.2	A
2011	2	1109049	Álgebra Linear	1101729	1	9.8	9	A
2011	2	1109049	Álgebra Linear	1101729	2	7.8	9	A
2011	2	1109049	Álgebra Linear	1101729	3	9.5	9	A
2011	2	1109049	Álgebra Linear	1101168	1	8	7	A
2011	2	1109049	Álgebra Linear	1101168	2	7	7	A
2011	2	1109049	Álgebra Linear	1101168	3	6	7	A
2011	2	1109049	Álgebra Linear	1101275	F	8.5	6.2	A
2011	2	1109049	Álgebra Linear	1101275	1	6.8	6.2	A
2011	2	1109049	Álgebra Linear	1101275	2	4	6.2	A
2011	2	1109049	Álgebra Linear	1101275	3	3	6.2	A
2011	2	1109049	Álgebra Linear	1101454	F	6.8	5.5	A
2011	2	1109049	Álgebra Linear	1101454	1	3.8	5.5	A
2011	2	1109049	Álgebra Linear	1101454	2	6.5	5.5	A
2011	2	1109049	Álgebra Linear	1101454	3	3.5	5.5	A
2011	2	1109049	Álgebra Linear	1101770	F	5.3	5.1	A
2011	2	1109049	Álgebra Linear	1101770	1	6.3	5.1	A
2011	2	1109049	Álgebra Linear	1101770	2	3.3	5.1	A
2011	2	1109049	Álgebra Linear	1101770	3	5.5	5.1	A
2011	2	1109049	Álgebra Linear	1101374	1	0.5	0.5	R
2011	2	1109049	Álgebra Linear	1101374	2	1	0.5	R
2011	2	1109049	Álgebra Linear	1101482	1	1.5	0.7	R
